pixelX,pixelY,lng,lat
476,378,-83.94016430505805,35.95360183767265
1583,249,-83.92205113488026,35.962560719148854
231,932,-83.939846074808,35.944263825501096
1096,953,-83.92488789008708,35.94946866257952
